date,follower_count
2026-06-02,5184
2026-06-02,5184
2026-06-02,5185
2026-06-02,5185
2026-06-03,5185
2026-06-03,5185
2026-06-03,5186
2026-06-03,5186
2026-06-03,5187
2026-06-03,5188
2026-06-04,5187
2026-06-04,5187
2026-06-04,5187
2026-06-04,5188
2026-06-04,5188
2026-06-05,5189
2026-06-05,5189
2026-06-05,5193
2026-06-05,5194
2026-06-05,5195
2026-06-06,5196
2026-06-06,5196
2026-06-06,5198
2026-06-06,5198
2026-06-06,5199
2026-06-07,5196
2026-06-07,5198
2026-06-07,5200
2026-06-07,5200
2026-06-07,5200
2026-06-08,5200
2026-06-08,5200
2026-06-08,5200
2026-06-08,5201
2026-06-08,5203
2026-06-09,5203
2026-06-09,5200
2026-06-09,5199
2026-06-09,5199
2026-06-09,5199
2026-06-09,5199
2026-06-09,5198
2026-06-10,5198
2026-06-10,5198
2026-06-10,5197
2026-06-10,5198
2026-06-10,5199
2026-06-10,5198
2026-06-11,5198
2026-06-11,5198
2026-06-11,5198
2026-06-11,5199
2026-06-11,5200
2026-06-12,5202
2026-06-12,5202
2026-06-12,5199
2026-06-12,5201
2026-06-12,5199
2026-06-12,5199
2026-06-12,5199
2026-06-13,5199
2026-06-13,5199
2026-06-13,5199
2026-06-13,5198
2026-06-13,5199
2026-06-13,5201
2026-06-14,5201
2026-06-14,5203
2026-06-14,5203
2026-06-14,5205
2026-06-14,5205
2026-06-14,5205
2026-06-14,5205
2026-06-15,5205
2026-06-15,5205
2026-06-15,5206
2026-06-15,5210
2026-06-15,5211
2026-06-15,5211
2026-06-16,5210
2026-06-16,5210
2026-06-16,5210
2026-06-16,5211
2026-06-16,5210
2026-06-16,5209
2026-06-17,5210
2026-06-17,5209
2026-06-17,5209
2026-06-17,5208
2026-06-17,5206
2026-06-17,5207
2026-06-17,5207
2026-06-18,5206
2026-06-18,5207
2026-06-18,5209
2026-06-18,5210
2026-06-18,5211
2026-06-19,5210
2026-06-19,5210
2026-06-19,5210
2026-06-19,5210
2026-06-19,5209
2026-06-19,5210
2026-06-20,5209
2026-06-20,5209
2026-06-20,5209
2026-06-20,5209
2026-06-20,5210
2026-06-20,5210
2026-06-21,5209
2026-06-21,5208
2026-06-21,5211
2026-06-21,5212
2026-06-21,5210
2026-06-21,5210
2026-06-22,5208
2026-06-22,5208
2026-06-22,5209
2026-06-22,5209
2026-06-22,5209
2026-06-23,5209
2026-06-23,5206
2026-06-23,5206
2026-06-23,5206
2026-06-23,5205
2026-06-23,5205
2026-06-23,5206
2026-06-24,5204
2026-06-24,5204
2026-06-24,5204
2026-06-24,5205
2026-06-24,5206
2026-06-24,5205
2026-06-25,5205
2026-06-25,5205
2026-06-25,5204
2026-06-25,5204
2026-06-25,5204
2026-06-25,5204
2026-06-26,5205
2026-06-26,5204
2026-06-26,5206
2026-06-27,5206
2026-06-27,5207
2026-06-27,5208
2026-06-27,5209
2026-06-27,5209
2026-06-27,5210
2026-06-28,5209
2026-06-28,5210
2026-06-28,5209
2026-06-28,5209
2026-06-28,5211
2026-06-28,5212
2026-06-29,5213
2026-06-29,5213
2026-06-29,5214
2026-06-29,5215
2026-06-29,5214
2026-06-30,5213
2026-06-30,5213
2026-06-30,5213
2026-06-30,5213
2026-06-30,5215
2026-06-30,5215
2026-06-30,5215
2026-07-01,5217
2026-07-01,5218
2026-07-01,5218
2026-07-01,5219
2026-07-01,5219
2026-07-01,5219
2026-07-02,5220
2026-07-02,5220
2026-07-02,5219
2026-07-02,5219
2026-07-02,5219
2026-07-02,5222
2026-07-03,5220
2026-07-03,5219
2026-07-03,5222
2026-07-03,5222
2026-07-03,5222
2026-07-03,5224
2026-07-04,5225
2026-07-04,5225
2026-07-04,5225
2026-07-04,5225
2026-07-04,5227
2026-07-04,5227
2026-07-05,5226
2026-07-05,5226
2026-07-05,5224
2026-07-05,5225
2026-07-05,5225
2026-07-05,5225
2026-07-06,5225
2026-07-06,5224
2026-07-06,5225
2026-07-06,5225
2026-07-06,5227
2026-07-06,5227
2026-07-07,5227
2026-07-07,5226
2026-07-07,5227
2026-07-07,5228
2026-07-07,5229
2026-07-07,5229
2026-07-08,5228
2026-07-08,5229
2026-07-08,5230
2026-07-08,5229
2026-07-08,5229
2026-07-08,5229
2026-07-09,5229
2026-07-09,5232
2026-07-09,5231
2026-07-09,5230
2026-07-10,5230
2026-07-10,5229
2026-07-10,5231
2026-07-10,5231
2026-07-10,5231
2026-07-10,5232
2026-07-11,5232
2026-07-11,5231
2026-07-11,5233
2026-07-11,5233
2026-07-11,5233
2026-07-11,5232
2026-07-12,5233
2026-07-12,5230
2026-07-12,5235
2026-07-12,5237
2026-07-12,5236
2026-07-12,5237
2026-07-13,5237
2026-07-13,5232
2026-07-13,5233
2026-07-13,5233
2026-07-13,5232
2026-07-13,5234
2026-07-14,5234
2026-07-14,5237
2026-07-14,5239
2026-07-14,5240
2026-07-14,5240
2026-07-14,5244
2026-07-15,5245
2026-07-15,5246
2026-07-15,5249
2026-07-15,5251
2026-07-15,5251
2026-07-15,5252
2026-07-16,5254
2026-07-16,5253
2026-07-16,5254
2026-07-16,5255
2026-07-16,5255
2026-07-16,5255
2026-07-17,5255
2026-07-17,5255
2026-07-17,5261
2026-07-17,5261
2026-07-17,5261
2026-07-17,5261
2026-07-18,5263
2026-07-18,5265
2026-07-18,5270
2026-07-18,5272
2026-07-18,5275
2026-07-18,5276
2026-07-19,5278
2026-07-19,5278
2026-07-19,5283
2026-07-19,5284
2026-07-19,5285
2026-07-19,5287
2026-07-20,5289
2026-07-20,5288
2026-07-20,5292
2026-07-20,5296
2026-07-20,5299
2026-07-20,5301
2026-07-21,5301
2026-07-21,5301
2026-07-21,5303
2026-07-21,5304
2026-07-21,5305
2026-07-21,5305
2026-07-22,5308
2026-07-22,5308
2026-07-22,5310
2026-07-22,5312
2026-07-22,5312
2026-07-22,5314
2026-07-23,5317
2026-07-23,5317
2026-07-23,5317
2026-07-23,5317
2026-07-23,5318
2026-07-23,5320
2026-07-24,5322
2026-07-24,5321
2026-07-24,5321
2026-07-24,5322
2026-07-24,5322
2026-07-24,5322
2026-07-25,5324
2026-07-25,5323
2026-07-25,5326
2026-07-25,5324
2026-07-25,5323
2026-07-25,5323
2026-07-26,5324
2026-07-26,5324
2026-07-26,5330
2026-07-26,5331
2026-07-26,5331
2026-07-26,5331
2026-07-27,5330
2026-07-27,5330
2026-07-27,5334
2026-07-27,5334
2026-07-27,5334
2026-07-27,5334
2026-07-28,5334
2026-07-28,5334
2026-07-28,5335
2026-07-28,5338
2026-07-28,5342
2026-07-28,5346
2026-07-29,5351
2026-07-29,5352
2026-07-29,5354
2026-07-29,5355
2026-07-29,5356
2026-07-29,5356
2026-07-30,5358
2026-07-30,5355
2026-07-30,5352
2026-07-30,5353
2026-07-30,5353
2026-07-30,5354
2026-07-31,5353
2026-07-31,5354
2026-07-31,5352
2026-07-31,5352
2026-07-31,5352
2026-07-31,5352
2026-08-01,5352
2026-08-01,5352
2026-08-01,5357
2026-08-01,5356
2026-08-01,5354
2026-08-01,5357
2026-08-02,5356
2026-08-02,5356
2026-08-02,5358
2026-08-02,5357
2026-08-02,5357
2026-08-02,5358
2026-08-03,5359
2026-08-03,5359
2026-08-03,5358
2026-08-03,5358
2026-08-03,5359
2026-08-04,5362
2026-08-04,5362
2026-08-04,5365
2026-08-04,5366
2026-08-04,5367
2026-08-04,5367
2026-08-05,5369
2026-08-05,5370
2026-08-05,5370
2026-08-05,5369
2026-08-05,5369
2026-08-06,5370
2026-08-06,5370
2026-08-06,5366
2026-08-06,5366
2026-08-06,5366
2026-08-06,5368
2026-08-07,5366
2026-08-07,5367
2026-08-07,5367
2026-08-07,5366
2026-08-07,5367
2026-08-08,5367
2026-08-08,5368
2026-08-08,5370
2026-08-08,5371
2026-08-08,5371
2026-08-08,5372
2026-08-09,5370
2026-08-09,5369
2026-08-09,5369
2026-08-09,5370
2026-08-09,5370
2026-08-09,5374
2026-08-10,5375
2026-08-10,5374
2026-08-10,5375
2026-08-10,5376
2026-08-10,5376
2026-08-10,5381
2026-08-11,5384
2026-08-11,5384
2026-08-11,5385
2026-08-11,5386
2026-08-11,5387
2026-08-11,5386
2026-08-12,5387
2026-08-12,5385
2026-08-12,5387
2026-08-12,5387
2026-08-12,5390
2026-08-12,5391
2026-08-13,5392
2026-08-13,5393
2026-08-13,5392
2026-08-13,5391
2026-08-13,5391
2026-08-13,5392
2026-08-14,5390
2026-08-14,5389
2026-08-14,5392
2026-08-14,5394
2026-08-14,5394
2026-08-14,5394
2026-08-15,5395
2026-08-15,5394
2026-08-15,5396
2026-08-15,5396
2026-08-15,5396
2026-08-15,5396
2026-08-16,5396
2026-08-16,5393
2026-08-16,5393
2026-08-16,5394
2026-08-16,5394
2026-08-16,5394
2026-08-17,5396
2026-08-17,5396
2026-08-17,5397
2026-08-17,5397
2026-08-17,5396
2026-08-17,5396
2026-08-18,5397
2026-08-18,5397
2026-08-18,5401
2026-08-18,5400
2026-08-18,5400
2026-08-18,5399
2026-08-19,5400
2026-08-19,5400
