comment_id,note_key,user_key,user_name,user_urlname,user_icon,commented_at,body
nc91898c20c030,nea67f35ca6c3,ff4de0b1ee61f5a4b00feaac21beb6bd,ちょめ,saksak_gorisan,https://assets.st-note.com/production/uploads/images/205485528/profile_e51929962795481d229ded6fc72b7e8a.png?fit=bounds&format=jpeg&quality=85&width=330,2026-04-22T09:01:16.590+09:00,"Rんるんさんと身長同じで等身大のRんるんさんが見えました、、❣笑
わたしの老後時代には2000万で果たして足りるのか、貯められるのかと不安ですが、なんとかなれ精神で頑張ります(;O;)笑
"
nc19aff86eab06,nea67f35ca6c3,4ee72b0d67ca06573dceba3d312617d9,Airmail,airmail_528hz,https://assets.st-note.com/production/uploads/images/207150175/profile_b1994398a2ab835cc1edd92d0e636744.jpg?fit=bounds&format=jpeg&quality=85&width=330,2026-04-21T19:22:05.514+09:00,オーダーのじゅわ〜〜は何ですか?!😄肉汁のように滴り落ちて来そうな!?私もオーダーしたことありますが、オーダー違いでまだ私の所へは届いてないようです。。次は、じゅわじゅわ〜〜って入れようかな😅
nc83877e4be634,n8497be06ef8d,20dc79257c6044d7a5304eca73bef299,いゆ,iyuiyuayuayu,https://assets.st-note.com/production/uploads/images/255488205/profile_8f53da7eb535169580b53a13d7d957e2.png?fit=bounds&format=jpeg&quality=85&width=330,2026-04-20T17:50:06.475+09:00,"すごーい！
高校生の知的娘ちゃんがおりまして。未だに安全ピンがつけられません（外せするんだよなぁ。謎です）

名札本体の裏と、もうひとつマグネットで、制服のポケットいけるかな？！
やってみたいです！
不器用なので、作れるかなー。"
nc413045e5e288,n8497be06ef8d,308687de68346662944123de1dde29ce,まるべり（桑村和子）|ヒルデガルトと香りの図書室,sorciere_nagomi,https://assets.st-note.com/production/uploads/images/140773363/profile_7d9cd4d6478b686c911c0d90fbda68c8.png?fit=bounds&format=jpeg&quality=85&width=330,2026-04-20T12:19:19.031+09:00,"すごいアイデアですね😊
名札の穴あき問題まで考えられていて、しかも可愛く仕上がっているのが素敵です。
「ないものは作っちゃえ精神」に思わず拍手でした👏"
nccf9d0a9bbc9e,n8497be06ef8d,0d366972dbe2f03171bda0ace9ab5471,🌊波流人,halto57,https://assets.st-note.com/production/uploads/images/265730102/profile_99a40a26b7429188be1d1a89b0da5ea8.jpg?fit=bounds&format=jpeg&quality=85&width=330,2026-04-19T20:56:45.765+09:00,何が凄いって、完成品だけでなく、製作過程を撮影しているところが物凄い！企画段階でアイデアと画像が同時進行してるんでしょうね。もう、Rんるんさんにつける絶賛の言葉は尽きました。これからは静観します。
nc70231bc59d29,n8497be06ef8d,0dc1b358b027bdead2c0334257b2dbba,いぬごろう,fast_tiger670,https://assets.st-note.com/production/uploads/images/259860384/profile_da3177e89df795ace0b38f82f19f8cee.png?fit=bounds&format=jpeg&quality=85&width=330,2026-04-19T16:20:55.440+09:00,"フォロー失礼します！
名札留めとてもかわいいですね！！
私不器用なのでこういうの作れるの羨ましいです！"
ncd89e722d8d2b,n8497be06ef8d,39d8191a4eeb31bb987143c36ab454f2,ひまわり,hi_mari2126,https://assets.st-note.com/production/uploads/images/243275758/profile_b0d92553ab451981f096408cf099a2f6.png?fit=bounds&format=jpeg&quality=85&width=330,2026-04-19T14:33:25.990+09:00,"こんにちは😊

ないなら作るとい精神が素晴らしい👏私もそのやる気を分けて頂きたい（笑）
うちは初めてクリップを導入してみました😁息子の夏服は保育園の頃から毎年穴だらけになるのです😭クリップですら練習してみたけど難しそうでしたが💦クリップ諦めて服に穴開けて帰ってきそう😑"
nc2edcabbc682f,nced3a520dd3a,f5ab189a4472a8f1003a92b394f2f1be,Tomoko｜パワフルエイジング,menopower_tomoko,https://assets.st-note.com/production/uploads/images/216108272/profile_9ad510e6a072c36bd864f09199d88346.jpeg?fit=bounds&format=jpeg&quality=85&width=330,2026-04-22T05:50:20.028+09:00,"モーモーちゃん大丈夫かな？
それにしても、すごい素敵な地域にお住まいですね。
何気なく発見する道端のお花たち💐
一緒に「春だよ」って祝ってくれているみたいです。

そして、お子さんと一緒にエステ💆‍♀️
可愛い❤️
手先にはすごいエネルギーが流れていると教わりました。
「お手あて」🖐️を体に当ててあげる。
体が喜ぶそうです。っていうかそうですよね❤️
素敵な親子🫶

"
nc631ba4b01ba8,nced3a520dd3a,0d366972dbe2f03171bda0ace9ab5471,🌊波流人,halto57,https://assets.st-note.com/production/uploads/images/265730102/profile_99a40a26b7429188be1d1a89b0da5ea8.jpg?fit=bounds&format=jpeg&quality=85&width=330,2026-04-16T22:06:02.507+09:00,モーモーちゃん、心配ですね。全くの偶然なんですが、note友の#モネさんも同じような悩みを抱えていらっしゃいます。子育て世代同士で相通じるものがあればと思い、推ししました。Rんるんさんと一緒でnoteにすごく真摯に取り組んでますよ。
nca76a8cbacee1,nced3a520dd3a,a490e5f587f0c98d943c38654720e99e,麦とろ子,dream_prologue,https://assets.st-note.com/production/uploads/images/222506873/profile_86fd215ef8cf36051d14b2e67a50ba0a.jpeg?fit=bounds&format=jpeg&quality=85&width=330,2026-04-16T21:10:30.975+09:00,"一旦4月が終わってほしい、状況は違えど激しく共感です😂
生活スタイルが変わるって、子も親も大変ですよね🫠"
